estado,candidato,votos,cargo,ano,turno
Alagoas,Orestes Quércia PMDB (PSD),24675,Presidente,1994,Turno 1
Sergipe,Orestes Quércia PMDB (PSD),35268,Presidente,1994,Turno 1
Bahia,Orestes Quércia PMDB (PSD),167417,Presidente,1994,Turno 1
Minas Gerais,Orestes Quércia PMDB (PSD),232528,Presidente,1994,Turno 1
Espírito Santo,Orestes Quércia PMDB (PSD),31403,Presidente,1994,Turno 1
Rio de Janeiro,Orestes Quércia PMDB (PSD),152738,Presidente,1994,Turno 1
São Paulo,Orestes Quércia PMDB (PSD),895318,Presidente,1994,Turno 1
Paraná,Orestes Quércia PMDB (PSD),102058,Presidente,1994,Turno 1
Santa Catarina,Orestes Quércia PMDB (PSD),191772,Presidente,1994,Turno 1
R. G. do Sul,Orestes Quércia PMDB (PSD),179210,Presidente,1994,Turno 1
M. G. do Sul,Orestes Quércia PMDB (PSD),31206,Presidente,1994,Turno 1
Mato Grosso,Orestes Quércia PMDB (PSD),39214,Presidente,1994,Turno 1
Goiás,Orestes Quércia PMDB (PSD),107628,Presidente,1994,Turno 1
Distrito Federal,Orestes Quércia PMDB (PSD),21162,Presidente,1994,Turno 1
Rondônia,Leonel Brizola PDT,8143,Presidente,1994,Turno 1
Acre,Leonel Brizola PDT,2238,Presidente,1994,Turno 1
Amazonas,Leonel Brizola PDT,5970,Presidente,1994,Turno 1
Roraima,Leonel Brizola PDT,1316,Presidente,1994,Turno 1
Pará,Leonel Brizola PDT,11093,Presidente,1994,Turno 1
Amapá,Leonel Brizola PDT,1013,Presidente,1994,Turno 1
Tocantins,Leonel Brizola PDT,3847,Presidente,1994,Turno 1
Maranhão,Leonel Brizola PDT,21191,Presidente,1994,Turno 1
Piauí,Leonel Brizola PDT,9257,Presidente,1994,Turno 1
Ceará,Leonel Brizola PDT,26119,Presidente,1994,Turno 1
R. G. do Norte,Leonel Brizola PDT,11670,Presidente,1994,Turno 1
Paraíba,Leonel Brizola PDT,15985,Presidente,1994,Turno 1
Pernambuco,Leonel Brizola PDT,29236,Presidente,1994,Turno 1
Alagoas,Leonel Brizola PDT,6339,Presidente,1994,Turno 1
Sergipe,Leonel Brizola PDT,9522,Presidente,1994,Turno 1
Bahia,Leonel Brizola PDT,35636,Presidente,1994,Turno 1
Minas Gerais,Leonel Brizola PDT,66834,Presidente,1994,Turno 1
Espírito Santo,Leonel Brizola PDT,11388,Presidente,1994,Turno 1
Rio de Janeiro,Leonel Brizola PDT,702182,Presidente,1994,Turno 1
São Paulo,Leonel Brizola PDT,67747,Presidente,1994,Turno 1
Paraná,Leonel Brizola PDT,109908,Presidente,1994,Turno 1
Santa Catarina,Leonel Brizola PDT,67654,Presidente,1994,Turno 1
R. G. do Sul,Leonel Brizola PDT,726445,Presidente,1994,Turno 1
M. G. do Sul,Leonel Brizola PDT,14263,Presidente,1994,Turno 1
Mato Grosso,Leonel Brizola PDT,25712,Presidente,1994,Turno 1
Goiás,Leonel Brizola PDT,13463,Presidente,1994,Turno 1
Distrito Federal,Leonel Brizola PDT,11113,Presidente,1994,Turno 1
Rondônia,Espiridião AMIN PPR,5365,Presidente,1994,Turno 1
Acre,Espiridião AMIN PPR,2121,Presidente,1994,Turno 1
Amazonas,Espiridião AMIN PPR,9290,Presidente,1994,Turno 1
Roraima,Espiridião AMIN PPR,1089,Presidente,1994,Turno 1
Pará,Espiridião AMIN PPR,15463,Presidente,1994,Turno 1
Amapá,Espiridião AMIN PPR,1459,Presidente,1994,Turno 1
Tocantins,Espiridião AMIN PPR,3784,Presidente,1994,Turno 1
Maranhão,Espiridião AMIN PPR,17503,Presidente,1994,Turno 1
Piauí,Espiridião AMIN PPR,9162,Presidente,1994,Turno 1
Ceará,Espiridião AMIN PPR,23215,Presidente,1994,Turno 1
R. G. do Norte,Espiridião AMIN PPR,8038,Presidente,1994,Turno 1
Paraíba,Espiridião AMIN PPR,8285,Presidente,1994,Turno 1
Pernambuco,Espiridião AMIN PPR,20027,Presidente,1994,Turno 1
Alagoas,Espiridião AMIN PPR,6615,Presidente,1994,Turno 1
Sergipe,Espiridião AMIN PPR,5490,Presidente,1994,Turno 1
Bahia,Espiridião AMIN PPR,29714,Presidente,1994,Turno 1
Minas Gerais,Espiridião AMIN PPR,79401,Presidente,1994,Turno 1
Espírito Santo,Espiridião AMIN PPR,13485,Presidente,1994,Turno 1
Rio de Janeiro,Espiridião AMIN PPR,91575,Presidente,1994,Turno 1
São Paulo,Espiridião AMIN PPR,247152,Presidente,1994,Turno 1
Paraná,Espiridião AMIN PPR,167981,Presidente,1994,Turno 1
Santa Catarina,Espiridião AMIN PPR,517375,Presidente,1994,Turno 1
R. G. do Sul,Espiridião AMIN PPR,393752,Presidente,1994,Turno 1
M. G. do Sul,Espiridião AMIN PPR,13471,Presidente,1994,Turno 1
Mato Grosso,Espiridião AMIN PPR,15704,Presidente,1994,Turno 1
Goiás,Espiridião AMIN PPR,15815,Presidente,1994,Turno 1
Distrito Federal,Espiridião AMIN PPR,17127,Presidente,1994,Turno 1
Rondônia,Carlos Antônio Gomes PRN,2227,Presidente,1994,Turno 1
Acre,Carlos Antônio Gomes PRN,1640,Presidente,1994,Turno 1
Amazonas,Carlos Antônio Gomes PRN,3733,Presidente,1994,Turno 1
Roraima,Carlos Antônio Gomes PRN,273,Presidente,1994,Turno 1
Pará,Carlos Antônio Gomes PRN,10073,Presidente,1994,Turno 1
Amapá,Carlos Antônio Gomes PRN,722,Presidente,1994,Turno 1
Tocantins,Carlos Antônio Gomes PRN,3039,Presidente,1994,Turno 1
Maranhão,Carlos Antônio Gomes PRN,17343,Presidente,1994,Turno 1
Piauí,Carlos Antônio Gomes PRN,20614,Presidente,1994,Turno 1
Ceará,Carlos Antônio Gomes PRN,49825,Presidente,1994,Turno 1
R. G. do Norte,Carlos Antônio Gomes PRN,7695,Presidente,1994,Turno 1
Paraíba,Carlos Antônio Gomes PRN,6883,Presidente,1994,Turno 1
Pernambuco,Carlos Antônio Gomes PRN,15190,Presidente,1994,Turno 1
Alagoas,Carlos Antônio Gomes PRN,6882,Presidente,1994,Turno 1
Sergipe,Carlos Antônio Gomes PRN,3755,Presidente,1994,Turno 1
Bahia,Carlos Antônio Gomes PRN,46223,Presidente,1994,Turno 1
Minas Gerais,Carlos Antônio Gomes PRN,44063,Presidente,1994,Turno 1
Espírito Santo,Carlos Antônio Gomes PRN,4850,Presidente,1994,Turno 1
Rio de Janeiro,Carlos Antônio Gomes PRN,30253,Presidente,1994,Turno 1
São Paulo,Carlos Antônio Gomes PRN,51052,Presidente,1994,Turno 1
Paraná,Carlos Antônio Gomes PRN,18288,Presidente,1994,Turno 1
Santa Catarina,Carlos Antônio Gomes PRN,9078,Presidente,1994,Turno 1
R. G. do Sul,Carlos Antônio Gomes PRN,15870,Presidente,1994,Turno 1
M. G. do Sul,Carlos Antônio Gomes PRN,3247,Presidente,1994,Turno 1
Mato Grosso,Carlos Antônio Gomes PRN,5248,Presidente,1994,Turno 1
Goiás,Carlos Antônio Gomes PRN,6918,Presidente,1994,Turno 1
Distrito Federal,Carlos Antônio Gomes PRN,2627,Presidente,1994,Turno 1
Rondônia,Hernani Fontoura PSC,1575,Presidente,1994,Turno 1
Acre,Hernani Fontoura PSC,754,Presidente,1994,Turno 1
Amazonas,Hernani Fontoura PSC,3206,Presidente,1994,Turno 1
Roraima,Hernani Fontoura PSC,213,Presidente,1994,Turno 1
Pará,Hernani Fontoura PSC,9760,Presidente,1994,Turno 1
Amapá,Hernani Fontoura PSC,356,Presidente,1994,Turno 1
Tocantins,Hernani Fontoura PSC,1139,Presidente,1994,Turno 1
Maranhão,Hernani Fontoura PSC,6746,Presidente,1994,Turno 1
Piauí,Hernani Fontoura PSC,3460,Presidente,1994,Turno 1
Ceará,Hernani Fontoura PSC,9044,Presidente,1994,Turno 1
R. G. do Norte,Hernani Fontoura PSC,3324,Presidente,1994,Turno 1
Paraíba,Hernani Fontoura PSC,3741,Presidente,1994,Turno 1
Pernambuco,Hernani Fontoura PSC,9713,Presidente,1994,Turno 1
Alagoas,Hernani Fontoura PSC,3558,Presidente,1994,Turno 1
Sergipe,Hernani Fontoura PSC,2704,Presidente,1994,Turno 1
Bahia,Hernani Fontoura PSC,18447,Presidente,1994,Turno 1
Minas Gerais,Hernani Fontoura PSC,27575,Presidente,1994,Turno 1
Espírito Santo,Hernani Fontoura PSC,3408,Presidente,1994,Turno 1
Rio de Janeiro,Hernani Fontoura PSC,39422,Presidente,1994,Turno 1
São Paulo,Hernani Fontoura PSC,43547,Presidente,1994,Turno 1
Paraná,Hernani Fontoura PSC,13920,Presidente,1994,Turno 1
Santa Catarina,Hernani Fontoura PSC,7813,Presidente,1994,Turno 1
R. G. do Sul,Hernani Fontoura PSC,12261,Presidente,1994,Turno 1
M. G. do Sul,Hernani Fontoura PSC,2413,Presidente,1994,Turno 1
Mato Grosso,Hernani Fontoura PSC,1968,Presidente,1994,Turno 1
Goiás,Hernani Fontoura PSC,4534,Presidente,1994,Turno 1
Distrito Federal,Hernani Fontoura PSC,3525,Presidente,1994,Turno 1
Rondônia,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),323743,Presidente,1998,Turno 1
Acre,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),90363,Presidente,1998,Turno 1
Amazonas,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),452076,Presidente,1998,Turno 1
Roraima,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),71768,Presidente,1998,Turno 1
Pará,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),1020868,Presidente,1998,Turno 1
Amapá,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),68277,Presidente,1998,Turno 1
Tocantins,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),265393,Presidente,1998,Turno 1
Maranhão,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),736042,Presidente,1998,Turno 1
Piauí,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),482649,Presidente,1998,Turno 1
Ceará,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),804969,Presidente,1998,Turno 1
R. G. do Norte,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),525842,Presidente,1998,Turno 1
Paraíba,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),541067,Presidente,1998,Turno 1
Pernambuco,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),1637394,Presidente,1998,Turno 1
Alagoas,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),394873,Presidente,1998,Turno 1
Sergipe,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),297243,Presidente,1998,Turno 1
Bahia,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),1977801,Presidente,1998,Turno 1
Minas Gerais,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),4225240,Presidente,1998,Turno 1
Espírito Santo,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),814535,Presidente,1998,Turno 1
Rio de Janeiro,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),2848277,Presidente,1998,Turno 1
São Paulo,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),9736728,Presidente,1998,Turno 1
Paraná,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),2492531,Presidente,1998,Turno 1
Santa Catarina,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),1255253,Presidente,1998,Turno 1
R. G. do Sul,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),2036805,Presidente,1998,Turno 1
M. G. do Sul,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),520471,Presidente,1998,Turno 1
Mato Grosso,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),663773,Presidente,1998,Turno 1
Goiás,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),1247510,Presidente,1998,Turno 1
Distrito Federal,Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD),391201,Presidente,1998,Turno 1
Rondônia,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),103927,Presidente,1998,Turno 1
Acre,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),59690,Presidente,1998,Turno 1
Amazonas,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),211507,Presidente,1998,Turno 1
Roraima,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),20601,Presidente,1998,Turno 1
Pará,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),530722,Presidente,1998,Turno 1
Amapá,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),62394,Presidente,1998,Turno 1
Tocantins,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),66607,Presidente,1998,Turno 1
Maranhão,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),444912,Presidente,1998,Turno 1
Piauí,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),270465,Presidente,1998,Turno 1
Ceará,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),872290,Presidente,1998,Turno 1
R. G. do Norte,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),267883,Presidente,1998,Turno 1
Paraíba,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),402293,Presidente,1998,Turno 1
Pernambuco,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),890971,Presidente,1998,Turno 1
Alagoas,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),161584,Presidente,1998,Turno 1
Sergipe,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),221565,Presidente,1998,Turno 1
Bahia,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),1372797,Presidente,1998,Turno 1
Minas Gerais,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2129100,Presidente,1998,Turno 1
Espírito Santo,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),263636,Presidente,1998,Turno 1
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2851274,Presidente,1998,Turno 1
São Paulo,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),4688677,Presidente,1998,Turno 1
Paraná,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),1168853,Presidente,1998,Turno 1
Santa Catarina,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),929698,Presidente,1998,Turno 1
R. G. do Sul,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2460551,Presidente,1998,Turno 1
M. G. do Sul,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),210120,Presidente,1998,Turno 1
Mato Grosso,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),149462,Presidente,1998,Turno 1
Goiás,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),371175,Presidente,1998,Turno 1
Distrito Federal,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),287579,Presidente,1998,Turno 1
Rondônia,Ciro Gomes PPS,39398,Presidente,1998,Turno 1
Acre,Ciro Gomes PPS,26909,Presidente,1998,Turno 1
Amazonas,Ciro Gomes PPS,128811,Presidente,1998,Turno 1
Roraima,Ciro Gomes PPS,20138,Presidente,1998,Turno 1
Pará,Ciro Gomes PPS,165670,Presidente,1998,Turno 1
Amapá,Ciro Gomes PPS,25349,Presidente,1998,Turno 1
Tocantins,Ciro Gomes PPS,47566,Presidente,1998,Turno 1
Maranhão,Ciro Gomes PPS,246268,Presidente,1998,Turno 1
Piauí,Ciro Gomes PPS,185997,Presidente,1998,Turno 1
Ceará,Ciro Gomes PPS,909402,Presidente,1998,Turno 1
R. G. do Norte,Ciro Gomes PPS,193496,Presidente,1998,Turno 1
Paraíba,Ciro Gomes PPS,191878,Presidente,1998,Turno 1
Pernambuco,Ciro Gomes PPS,212168,Presidente,1998,Turno 1
Alagoas,Ciro Gomes PPS,146729,Presidente,1998,Turno 1
Sergipe,Ciro Gomes PPS,71233,Presidente,1998,Turno 1
Bahia,Ciro Gomes PPS,327923,Presidente,1998,Turno 1
Minas Gerais,Ciro Gomes PPS,883377,Presidente,1998,Turno 1
Espírito Santo,Ciro Gomes PPS,134675,Presidente,1998,Turno 1
Rio de Janeiro,Ciro Gomes PPS,708279,Presidente,1998,Turno 1
São Paulo,Ciro Gomes PPS,1208718,Presidente,1998,Turno 1
Paraná,Ciro Gomes PPS,400966,Presidente,1998,Turno 1
Santa Catarina,Ciro Gomes PPS,252659,Presidente,1998,Turno 1
R. G. do Sul,Ciro Gomes PPS,277866,Presidente,1998,Turno 1
M. G. do Sul,Ciro Gomes PPS,89951,Presidente,1998,Turno 1
Mato Grosso,Ciro Gomes PPS,67668,Presidente,1998,Turno 1
Goiás,Ciro Gomes PPS,195851,Presidente,1998,Turno 1
Distrito Federal,Ciro Gomes PPS,265838,Presidente,1998,Turno 1
Rondônia,Enéas Carneiro PRONA,7218,Presidente,1998,Turno 1
Acre,Enéas Carneiro PRONA,10362,Presidente,1998,Turno 1
Amazonas,Enéas Carneiro PRONA,16093,Presidente,1998,Turno 1
Roraima,Enéas Carneiro PRONA,2353,Presidente,1998,Turno 1
Pará,Enéas Carneiro PRONA,30538,Presidente,1998,Turno 1
Amapá,Enéas Carneiro PRONA,3237,Presidente,1998,Turno 1
Tocantins,Enéas Carneiro PRONA,7131,Presidente,1998,Turno 1
Maranhão,Enéas Carneiro PRONA,24910,Presidente,1998,Turno 1
Piauí,Enéas Carneiro PRONA,12497,Presidente,1998,Turno 1
Ceará,Enéas Carneiro PRONA,12294,Presidente,1998,Turno 1
R. G. do Norte,Enéas Carneiro PRONA,14427,Presidente,1998,Turno 1
Paraíba,Enéas Carneiro PRONA,15889,Presidente,1998,Turno 1
Pernambuco,Enéas Carneiro PRONA,32393,Presidente,1998,Turno 1
Alagoas,Enéas Carneiro PRONA,6664,Presidente,1998,Turno 1
Sergipe,Enéas Carneiro PRONA,11503,Presidente,1998,Turno 1
Bahia,Enéas Carneiro PRONA,90575,Presidente,1998,Turno 1
Minas Gerais,Enéas Carneiro PRONA,156826,Presidente,1998,Turno 1
Espírito Santo,Enéas Carneiro PRONA,18836,Presidente,1998,Turno 1
Rio de Janeiro,Enéas Carneiro PRONA,233921,Presidente,1998,Turno 1
São Paulo,Enéas Carneiro PRONA,389592,Presidente,1998,Turno 1
Paraná,Enéas Carneiro PRONA,61334,Presidente,1998,Turno 1
Santa Catarina,Enéas Carneiro PRONA,55133,Presidente,1998,Turno 1
R. G. do Sul,Enéas Carneiro PRONA,161750,Presidente,1998,Turno 1
M. G. do Sul,Enéas Carneiro PRONA,11981,Presidente,1998,Turno 1
Mato Grosso,Enéas Carneiro PRONA,12012,Presidente,1998,Turno 1
Goiás,Enéas Carneiro PRONA,34222,Presidente,1998,Turno 1
Distrito Federal,Enéas Carneiro PRONA,13092,Presidente,1998,Turno 1
Rondônia,Ivan Frota PMN,1597,Presidente,1998,Turno 1
Acre,Ivan Frota PMN,1461,Presidente,1998,Turno 1
Amazonas,Ivan Frota PMN,3308,Presidente,1998,Turno 1
Roraima,Ivan Frota PMN,119,Presidente,1998,Turno 1
Pará,Ivan Frota PMN,10772,Presidente,1998,Turno 1
Amapá,Ivan Frota PMN,129,Presidente,1998,Turno 1
Tocantins,Ivan Frota PMN,2434,Presidente,1998,Turno 1
Maranhão,Ivan Frota PMN,11295,Presidente,1998,Turno 1
Piauí,Ivan Frota PMN,13034,Presidente,1998,Turno 1
Ceará,Ivan Frota PMN,10852,Presidente,1998,Turno 1
R. G. do Norte,Ivan Frota PMN,7962,Presidente,1998,Turno 1
Paraíba,Ivan Frota PMN,7483,Presidente,1998,Turno 1
Pernambuco,Ivan Frota PMN,18635,Presidente,1998,Turno 1
Alagoas,Ivan Frota PMN,4064,Presidente,1998,Turno 1
Sergipe,Ivan Frota PMN,6818,Presidente,1998,Turno 1
Bahia,Ivan Frota PMN,19285,Presidente,1998,Turno 1
Minas Gerais,Ivan Frota PMN,36302,Presidente,1998,Turno 1
Espírito Santo,Ivan Frota PMN,6945,Presidente,1998,Turno 1
Rio de Janeiro,Ivan Frota PMN,12596,Presidente,1998,Turno 1
São Paulo,Ivan Frota PMN,25335,Presidente,1998,Turno 1
Paraná,Ivan Frota PMN,11013,Presidente,1998,Turno 1
Santa Catarina,Ivan Frota PMN,7159,Presidente,1998,Turno 1
R. G. do Sul,Ivan Frota PMN,15796,Presidente,1998,Turno 1
M. G. do Sul,Ivan Frota PMN,3193,Presidente,1998,Turno 1
Mato Grosso,Ivan Frota PMN,3520,Presidente,1998,Turno 1
Goiás,Ivan Frota PMN,8801,Presidente,1998,Turno 1
Distrito Federal,Ivan Frota PMN,1368,Presidente,1998,Turno 1
Rondônia,Alfredo Sirkis PV,1067,Presidente,1998,Turno 1
Acre,Alfredo Sirkis PV,808,Presidente,1998,Turno 1
Amazonas,Alfredo Sirkis PV,2506,Presidente,1998,Turno 1
Roraima,Alfredo Sirkis PV,121,Presidente,1998,Turno 1
Pará,Alfredo Sirkis PV,6473,Presidente,1998,Turno 1
Amapá,Alfredo Sirkis PV,324,Presidente,1998,Turno 1
Tocantins,Alfredo Sirkis PV,1624,Presidente,1998,Turno 1
Maranhão,Alfredo Sirkis PV,11015,Presidente,1998,Turno 1
Piauí,Alfredo Sirkis PV,4878,Presidente,1998,Turno 1
Ceará,Alfredo Sirkis PV,8398,Presidente,1998,Turno 1
R. G. do Norte,Alfredo Sirkis PV,5804,Presidente,1998,Turno 1
Paraíba,Alfredo Sirkis PV,8411,Presidente,1998,Turno 1
Pernambuco,Alfredo Sirkis PV,8337,Presidente,1998,Turno 1
Alagoas,Alfredo Sirkis PV,1317,Presidente,1998,Turno 1
Sergipe,Alfredo Sirkis PV,2721,Presidente,1998,Turno 1
Bahia,Alfredo Sirkis PV,13988,Presidente,1998,Turno 1
Minas Gerais,Alfredo Sirkis PV,28466,Presidente,1998,Turno 1
Espírito Santo,Alfredo Sirkis PV,3470,Presidente,1998,Turno 1
Rio de Janeiro,Alfredo Sirkis PV,15185,Presidente,1998,Turno 1
São Paulo,Alfredo Sirkis PV,40949,Presidente,1998,Turno 1
Paraná,Alfredo Sirkis PV,12694,Presidente,1998,Turno 1
Santa Catarina,Alfredo Sirkis PV,8797,Presidente,1998,Turno 1
R. G. do Sul,Alfredo Sirkis PV,11886,Presidente,1998,Turno 1
M. G. do Sul,Alfredo Sirkis PV,2508,Presidente,1998,Turno 1
Mato Grosso,Alfredo Sirkis PV,1924,Presidente,1998,Turno 1
Goiás,Alfredo Sirkis PV,7456,Presidente,1998,Turno 1
Distrito Federal,Alfredo Sirkis PV,1739,Presidente,1998,Turno 1
Rondônia,José Maria deAlmeida PSTU,1232,Presidente,1998,Turno 1
Acre,José Maria deAlmeida PSTU,655,Presidente,1998,Turno 1
Amazonas,José Maria deAlmeida PSTU,2765,Presidente,1998,Turno 1
Roraima,José Maria deAlmeida PSTU,75,Presidente,1998,Turno 1
Pará,José Maria deAlmeida PSTU,8952,Presidente,1998,Turno 1
Amapá,José Maria deAlmeida PSTU,445,Presidente,1998,Turno 1
Tocantins,José Maria deAlmeida PSTU,1677,Presidente,1998,Turno 1
Maranhão,José Maria deAlmeida PSTU,9534,Presidente,1998,Turno 1
Piauí,José Maria deAlmeida PSTU,7336,Presidente,1998,Turno 1
Ceará,José Maria deAlmeida PSTU,9136,Presidente,1998,Turno 1
R. G. do Norte,José Maria deAlmeida PSTU,4553,Presidente,1998,Turno 1
Paraíba,José Maria deAlmeida PSTU,10039,Presidente,1998,Turno 1
Pernambuco,José Maria deAlmeida PSTU,13970,Presidente,1998,Turno 1
Alagoas,José Maria deAlmeida PSTU,1385,Presidente,1998,Turno 1
Sergipe,José Maria deAlmeida PSTU,3279,Presidente,1998,Turno 1
Bahia,José Maria deAlmeida PSTU,15069,Presidente,1998,Turno 1
Minas Gerais,José Maria deAlmeida PSTU,29689,Presidente,1998,Turno 1
Espírito Santo,José Maria deAlmeida PSTU,2631,Presidente,1998,Turno 1
Rio de Janeiro,José Maria deAlmeida PSTU,8319,Presidente,1998,Turno 1
São Paulo,José Maria deAlmeida PSTU,35102,Presidente,1998,Turno 1
Paraná,José Maria deAlmeida PSTU,10113,Presidente,1998,Turno 1
Santa Catarina,José Maria deAlmeida PSTU,5253,Presidente,1998,Turno 1
R. G. do Sul,José Maria deAlmeida PSTU,9454,Presidente,1998,Turno 1
M. G. do Sul,José Maria deAlmeida PSTU,2207,Presidente,1998,Turno 1
Mato Grosso,José Maria deAlmeida PSTU,2024,Presidente,1998,Turno 1
Goiás,José Maria deAlmeida PSTU,6894,Presidente,1998,Turno 1
Distrito Federal,José Maria deAlmeida PSTU,826,Presidente,1998,Turno 1
Rondônia,João de Jesus PTdoB,1469,Presidente,1998,Turno 1
Acre,João de Jesus PTdoB,972,Presidente,1998,Turno 1
Amazonas,João de Jesus PTdoB,2161,Presidente,1998,Turno 1
Roraima,João de Jesus PTdoB,171,Presidente,1998,Turno 1
Pará,João de Jesus PTdoB,5723,Presidente,1998,Turno 1
Amapá,João de Jesus PTdoB,187,Presidente,1998,Turno 1
Tocantins,João de Jesus PTdoB,1938,Presidente,1998,Turno 1
Maranhão,João de Jesus PTdoB,8961,Presidente,1998,Turno 1
Piauí,João de Jesus PTdoB,8451,Presidente,1998,Turno 1
Ceará,João de Jesus PTdoB,6473,Presidente,1998,Turno 1
R. G. do Norte,João de Jesus PTdoB,3849,Presidente,1998,Turno 1
Paraíba,João de Jesus PTdoB,5363,Presidente,1998,Turno 1
Pernambuco,João de Jesus PTdoB,11779,Presidente,1998,Turno 1
Alagoas,João de Jesus PTdoB,1111,Presidente,1998,Turno 1
Sergipe,João de Jesus PTdoB,4296,Presidente,1998,Turno 1
Bahia,João de Jesus PTdoB,20293,Presidente,1998,Turno 1
Minas Gerais,João de Jesus PTdoB,25916,Presidente,1998,Turno 1
Espírito Santo,João de Jesus PTdoB,2969,Presidente,1998,Turno 1
Rio de Janeiro,João de Jesus PTdoB,14272,Presidente,1998,Turno 1
São Paulo,João de Jesus PTdoB,29141,Presidente,1998,Turno 1
Paraná,João de Jesus PTdoB,13350,Presidente,1998,Turno 1
Santa Catarina,João de Jesus PTdoB,8931,Presidente,1998,Turno 1
R. G. do Sul,João de Jesus PTdoB,10862,Presidente,1998,Turno 1
M. G. do Sul,João de Jesus PTdoB,2312,Presidente,1998,Turno 1
Mato Grosso,João de Jesus PTdoB,1957,Presidente,1998,Turno 1
Goiás,João de Jesus PTdoB,5468,Presidente,1998,Turno 1
Distrito Federal,João de Jesus PTdoB,455,Presidente,1998,Turno 1
Rondônia,José Maria Eymael PSDC,1069,Presidente,1998,Turno 1
Acre,José Maria Eymael PSDC,508,Presidente,1998,Turno 1
Amazonas,José Maria Eymael PSDC,2689,Presidente,1998,Turno 1
Roraima,José Maria Eymael PSDC,26,Presidente,1998,Turno 1
Pará,José Maria Eymael PSDC,5432,Presidente,1998,Turno 1
Amapá,José Maria Eymael PSDC,60,Presidente,1998,Turno 1
Tocantins,José Maria Eymael PSDC,1195,Presidente,1998,Turno 1
Maranhão,José Maria Eymael PSDC,7030,Presidente,1998,Turno 1
Piauí,José Maria Eymael PSDC,6346,Presidente,1998,Turno 1
Ceará,José Maria Eymael PSDC,6160,Presidente,1998,Turno 1
R. G. do Norte,José Maria Eymael PSDC,4945,Presidente,1998,Turno 1
Paraíba,José Maria Eymael PSDC,4309,Presidente,1998,Turno 1
Pernambuco,José Maria Eymael PSDC,13002,Presidente,1998,Turno 1
