estado,situacao,votos,eleicao,ano,turno
Minas Gerais,ABSTENÇÃO,2447141,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,ABSTENÇÃO,393284,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,ABSTENÇÃO,1635603,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,ABSTENÇÃO,4265672,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,ABSTENÇÃO,1153861,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,ABSTENÇÃO,580322,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,ABSTENÇÃO,1073755,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,ABSTENÇÃO,272233,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,ABSTENÇÃO,390654,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,ABSTENÇÃO,640034,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,ABSTENÇÃO,229750,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,VOTOS EM BRANCO,13595,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,VOTOS EM BRANCO,4018,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,VOTOS EM BRANCO,18792,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,VOTOS EM BRANCO,2193,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,VOTOS EM BRANCO,53781,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,VOTOS EM BRANCO,2474,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,VOTOS EM BRANCO,7603,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,VOTOS EM BRANCO,55177,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,VOTOS EM BRANCO,33700,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,VOTOS EM BRANCO,93891,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,VOTOS EM BRANCO,49368,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,VOTOS EM BRANCO,57181,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,VOTOS EM BRANCO,178589,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,VOTOS EM BRANCO,48020,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,VOTOS EM BRANCO,28229,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,VOTOS EM BRANCO,201151,Nulos e Brancos 2006 Turno 1,2006, 1
Minas Gerais,VOTOS EM BRANCO,384798,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,VOTOS EM BRANCO,51476,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,VOTOS EM BRANCO,292369,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,VOTOS EM BRANCO,709170,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,VOTOS EM BRANCO,145476,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,VOTOS EM BRANCO,85003,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,VOTOS EM BRANCO,214245,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,VOTOS EM BRANCO,17422,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,VOTOS EM BRANCO,28575,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,VOTOS EM BRANCO,67409,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,VOTOS EM BRANCO,21237,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,VOTOS NULOS,40901,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,VOTOS NULOS,17794,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,VOTOS NULOS,74676,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,VOTOS NULOS,8024,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,VOTOS NULOS,129220,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,VOTOS NULOS,11274,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,VOTOS NULOS,45551,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,VOTOS NULOS,229752,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,VOTOS NULOS,135995,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,VOTOS NULOS,330179,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,VOTOS NULOS,156999,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,VOTOS NULOS,170318,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,VOTOS NULOS,371037,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,VOTOS NULOS,125015,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,VOTOS NULOS,76864,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,VOTOS NULOS,582896,Nulos e Brancos 2006 Turno 1,2006, 1
Minas Gerais,VOTOS NULOS,627226,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,VOTOS NULOS,90979,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,VOTOS NULOS,640788,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,VOTOS NULOS,1053371,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,VOTOS NULOS,250502,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,VOTOS NULOS,165548,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,VOTOS NULOS,255842,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,VOTOS NULOS,49064,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,VOTOS NULOS,79405,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,VOTOS NULOS,180681,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,VOTOS NULOS,56258,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,VOTOS NOS CANDIDATOS,731420,Nulos e Brancos 2006 Turno 1,2006, 1
Acre,VOTOS NOS CANDIDATOS,312606,Nulos e Brancos 2006 Turno 1,2006, 1
Amazonas,VOTOS NOS CANDIDATOS,1371508,Nulos e Brancos 2006 Turno 1,2006, 1
Roraima,VOTOS NOS CANDIDATOS,189022,Nulos e Brancos 2006 Turno 1,2006, 1
Pará,VOTOS NOS CANDIDATOS,3150676,Nulos e Brancos 2006 Turno 1,2006, 1
Amapá,VOTOS NOS CANDIDATOS,295379,Nulos e Brancos 2006 Turno 1,2006, 1
Tocantins,VOTOS NOS CANDIDATOS,668928,Nulos e Brancos 2006 Turno 1,2006, 1
Maranhão,VOTOS NOS CANDIDATOS,2818598,Nulos e Brancos 2006 Turno 1,2006, 1
Piauí,VOTOS NOS CANDIDATOS,1568953,Nulos e Brancos 2006 Turno 1,2006, 1
Ceará,VOTOS NOS CANDIDATOS,4005498,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Norte,VOTOS NOS CANDIDATOS,1583545,Nulos e Brancos 2006 Turno 1,2006, 1
Paraíba,VOTOS NOS CANDIDATOS,1926654,Nulos e Brancos 2006 Turno 1,2006, 1
Pernambuco,VOTOS NOS CANDIDATOS,4220344,Nulos e Brancos 2006 Turno 1,2006, 1
Alagoas,VOTOS NOS CANDIDATOS,1340715,Nulos e Brancos 2006 Turno 1,2006, 1
Sergipe,VOTOS NOS CANDIDATOS,1006465,Nulos e Brancos 2006 Turno 1,2006, 1
Bahia,VOTOS NOS CANDIDATOS,6441057,Nulos e Brancos 2006 Turno 1,2006, 1
Minas Gerais,VOTOS NOS CANDIDATOS,10220573,Nulos e Brancos 2006 Turno 1,2006, 1
Espirito Santo,VOTOS NOS CANDIDATOS,1800394,Nulos e Brancos 2006 Turno 1,2006, 1
Rio de Janeiro ,VOTOS NOS CANDIDATOS,8322533,Nulos e Brancos 2006 Turno 1,2006, 1
São Paulo,VOTOS NOS CANDIDATOS,22009043,Nulos e Brancos 2006 Turno 1,2006, 1
Paraná,VOTOS NOS CANDIDATOS,5571418,Nulos e Brancos 2006 Turno 1,2006, 1
Santa Catarina,VOTOS NOS CANDIDATOS,3337622,Nulos e Brancos 2006 Turno 1,2006, 1
R. G. do Sul,VOTOS NOS CANDIDATOS,6206741,Nulos e Brancos 2006 Turno 1,2006, 1
M. G. do Sul,VOTOS NOS CANDIDATOS,1222462,Nulos e Brancos 2006 Turno 1,2006, 1
Mato Grosso,VOTOS NOS CANDIDATOS,1441636,Nulos e Brancos 2006 Turno 1,2006, 1
Goiás,VOTOS NOS CANDIDATOS,2846061,Nulos e Brancos 2006 Turno 1,2006, 1
Distrito Federal,VOTOS NOS CANDIDATOS,1347805,Nulos e Brancos 2006 Turno 1,2006, 1
Rondônia,   ELEITORADO,988631,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,   ELEITORADO,412840,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,   ELEITORADO,1781316,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,   ELEITORADO,233596,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,   ELEITORADO,4157735,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,   ELEITORADO,360614,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,   ELEITORADO,882728,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,   ELEITORADO,3920608,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,   ELEITORADO,2073504,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,   ELEITORADO,5361581,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,   ELEITORADO,2101144,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,   ELEITORADO,2573766,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,   ELEITORADO,5834512,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,   ELEITORADO,1859487,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,   ELEITORADO,1299785,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,   ELEITORADO,9109353,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,   ELEITORADO,13679738,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,   ELEITORADO,2336133,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,   ELEITORADO,10891293,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,   ELEITORADO,28037734,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,   ELEITORADO,7121257,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,   ELEITORADO,4168495,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,   ELEITORADO,7750583,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,   ELEITORADO,1561181,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,   ELEITORADO,1940270,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,   ELEITORADO,3734185,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,   ELEITORADO,1655050,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,COMPARECIMENTO,737440,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,COMPARECIMENTO,298663,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,COMPARECIMENTO,1369895,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,COMPARECIMENTO,178754,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,COMPARECIMENTO,3154056,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,COMPARECIMENTO,279594,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,COMPARECIMENTO,659709,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,COMPARECIMENTO,2973091,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,COMPARECIMENTO,1649387,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,COMPARECIMENTO,4285077,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,COMPARECIMENTO,1749638,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,COMPARECIMENTO,2132596,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,COMPARECIMENTO,4701124,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,COMPARECIMENTO,1404043,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,COMPARECIMENTO,1063988,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,COMPARECIMENTO,6987561,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,COMPARECIMENTO,10996098,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,COMPARECIMENTO,1884434,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,COMPARECIMENTO,9001916,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,COMPARECIMENTO,23458635,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,COMPARECIMENTO,5790596,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,COMPARECIMENTO,3533276,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,COMPARECIMENTO,6553582,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,COMPARECIMENTO,1225390,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,COMPARECIMENTO,1471964,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,COMPARECIMENTO,2971410,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,COMPARECIMENTO,1395766,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,ABSTENÇÃO,251191,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,ABSTENÇÃO,114177,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,ABSTENÇÃO,411421,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,ABSTENÇÃO,54842,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,ABSTENÇÃO,1003679,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,ABSTENÇÃO,81020,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,ABSTENÇÃO,223019,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,ABSTENÇÃO,947517,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,ABSTENÇÃO,424117,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,ABSTENÇÃO,1076504,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,ABSTENÇÃO,351506,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,ABSTENÇÃO,441170,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,ABSTENÇÃO,1133388,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,ABSTENÇÃO,455444,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,ABSTENÇÃO,235797,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,ABSTENÇÃO,2121792,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,ABSTENÇÃO,2683640,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,ABSTENÇÃO,451699,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,ABSTENÇÃO,1889377,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,ABSTENÇÃO,4579099,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,ABSTENÇÃO,1330661,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,ABSTENÇÃO,635219,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,ABSTENÇÃO,1197001,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,ABSTENÇÃO,335791,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,ABSTENÇÃO,468306,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,ABSTENÇÃO,762775,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,ABSTENÇÃO,259284,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,VOTOS EM BRANCO,5040,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,VOTOS EM BRANCO,1899,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,VOTOS EM BRANCO,8456,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,VOTOS EM BRANCO,1291,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,VOTOS EM BRANCO,22357,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,VOTOS EM BRANCO,1779,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,VOTOS EM BRANCO,4145,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,VOTOS EM BRANCO,24518,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,VOTOS EM BRANCO,13545,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,VOTOS EM BRANCO,38672,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,VOTOS EM BRANCO,25800,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,VOTOS EM BRANCO,27087,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,VOTOS EM BRANCO,85958,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,VOTOS EM BRANCO,15587,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,VOTOS EM BRANCO,12652,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,VOTOS EM BRANCO,75653,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,VOTOS EM BRANCO,156832,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,VOTOS EM BRANCO,24319,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,VOTOS EM BRANCO,191676,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,VOTOS EM BRANCO,303294,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,VOTOS EM BRANCO,79667,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,VOTOS EM BRANCO,49146,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,VOTOS EM BRANCO,108626,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,VOTOS EM BRANCO,8677,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,VOTOS EM BRANCO,11158,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,VOTOS EM BRANCO,37096,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,VOTOS EM BRANCO,15578,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,VOTOS NULOS,14267,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,VOTOS NULOS,7269,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,VOTOS NULOS,25392,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,VOTOS NULOS,3641,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,VOTOS NULOS,70981,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,VOTOS NULOS,5516,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,VOTOS NULOS,17924,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,VOTOS NULOS,253945,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,VOTOS NULOS,62121,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,VOTOS NULOS,126408,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,VOTOS NULOS,147476,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,VOTOS NULOS,134607,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,VOTOS NULOS,460108,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,VOTOS NULOS,49892,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,VOTOS NULOS,35102,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,VOTOS NULOS,267177,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,VOTOS NULOS,395621,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,VOTOS NULOS,43804,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,VOTOS NULOS,871469,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,VOTOS NULOS,773627,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,VOTOS NULOS,302809,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,VOTOS NULOS,226010,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,VOTOS NULOS,147382,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,VOTOS NULOS,25256,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,VOTOS NULOS,29645,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,VOTOS NULOS,223023,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,VOTOS NULOS,37043,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,VOTOS NOS CANDIDATOS,718133,Nulos e Brancos 2006 Turno 2,2006, 2
Acre,VOTOS NOS CANDIDATOS,289495,Nulos e Brancos 2006 Turno 2,2006, 2
Amazonas,VOTOS NOS CANDIDATOS,1336047,Nulos e Brancos 2006 Turno 2,2006, 2
Roraima,VOTOS NOS CANDIDATOS,173822,Nulos e Brancos 2006 Turno 2,2006, 2
Pará,VOTOS NOS CANDIDATOS,3060718,Nulos e Brancos 2006 Turno 2,2006, 2
Amapá,VOTOS NOS CANDIDATOS,272299,Nulos e Brancos 2006 Turno 2,2006, 2
Tocantins,VOTOS NOS CANDIDATOS,637640,Nulos e Brancos 2006 Turno 2,2006, 2
Maranhão,VOTOS NOS CANDIDATOS,2694628,Nulos e Brancos 2006 Turno 2,2006, 2
Piauí,VOTOS NOS CANDIDATOS,1573721,Nulos e Brancos 2006 Turno 2,2006, 2
Ceará,VOTOS NOS CANDIDATOS,4119997,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Norte,VOTOS NOS CANDIDATOS,1576362,Nulos e Brancos 2006 Turno 2,2006, 2
Paraíba,VOTOS NOS CANDIDATOS,1970902,Nulos e Brancos 2006 Turno 2,2006, 2
Pernambuco,VOTOS NOS CANDIDATOS,4155058,Nulos e Brancos 2006 Turno 2,2006, 2
Alagoas,VOTOS NOS CANDIDATOS,1338564,Nulos e Brancos 2006 Turno 2,2006, 2
Sergipe,VOTOS NOS CANDIDATOS,1016234,Nulos e Brancos 2006 Turno 2,2006, 2
Bahia,VOTOS NOS CANDIDATOS,6644731,Nulos e Brancos 2006 Turno 2,2006, 2
Minas Gerais,VOTOS NOS CANDIDATOS,10443645,Nulos e Brancos 2006 Turno 2,2006, 2
Espirito Santo,VOTOS NOS CANDIDATOS,1816311,Nulos e Brancos 2006 Turno 2,2006, 2
Rio de Janeiro ,VOTOS NOS CANDIDATOS,7938771,Nulos e Brancos 2006 Turno 2,2006, 2
São Paulo,VOTOS NOS CANDIDATOS,22381714,Nulos e Brancos 2006 Turno 2,2006, 2
Paraná,VOTOS NOS CANDIDATOS,5408120,Nulos e Brancos 2006 Turno 2,2006, 2
Santa Catarina,VOTOS NOS CANDIDATOS,3258120,Nulos e Brancos 2006 Turno 2,2006, 2
R. G. do Sul,VOTOS NOS CANDIDATOS,6297574,Nulos e Brancos 2006 Turno 2,2006, 2
M. G. do Sul,VOTOS NOS CANDIDATOS,1191457,Nulos e Brancos 2006 Turno 2,2006, 2
Mato Grosso,VOTOS NOS CANDIDATOS,1431161,Nulos e Brancos 2006 Turno 2,2006, 2
Goiás,VOTOS NOS CANDIDATOS,2711291,Nulos e Brancos 2006 Turno 2,2006, 2
Distrito Federal,VOTOS NOS CANDIDATOS,1343145,Nulos e Brancos 2006 Turno 2,2006, 2
Rondônia,COMPARECIMENTO,846351,Nulos e Brancos 2010 Turno 1,2010, 1
Acre,COMPARECIMENTO,363570,Nulos e Brancos 2010 Turno 1,2010, 1
Amazonas,COMPARECIMENTO,1621948,Nulos e Brancos 2010 Turno 1,2010, 1
Roraima,COMPARECIMENTO,233616,Nulos e Brancos 2010 Turno 1,2010, 1
Pará,COMPARECIMENTO,3754672,Nulos e Brancos 2010 Turno 1,2010, 1
Amapá,COMPARECIMENTO,357792,Nulos e Brancos 2010 Turno 1,2010, 1
Tocantins,COMPARECIMENTO,772644,Nulos e Brancos 2010 Turno 1,2010, 1
Maranhão,COMPARECIMENTO,3285100,Nulos e Brancos 2010 Turno 1,2010, 1
Piauí,COMPARECIMENTO,1813324,Nulos e Brancos 2010 Turno 1,2010, 1
Ceará,COMPARECIMENTO,4699435,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Norte,COMPARECIMENTO,1877681,Nulos e Brancos 2010 Turno 1,2010, 1
Paraíba,COMPARECIMENTO,2232261,Nulos e Brancos 2010 Turno 1,2010, 1
Pernambuco,COMPARECIMENTO,5041936,Nulos e Brancos 2010 Turno 1,2010, 1
Alagoas,COMPARECIMENTO,1583844,Nulos e Brancos 2010 Turno 1,2010, 1
Sergipe,COMPARECIMENTO,1184869,Nulos e Brancos 2010 Turno 1,2010, 1
Bahia,COMPARECIMENTO,7486735,Nulos e Brancos 2010 Turno 1,2010, 1
Minas Gerais,COMPARECIMENTO,11838442,Nulos e Brancos 2010 Turno 1,2010, 1
Espirito Santo,COMPARECIMENTO,2083045,Nulos e Brancos 2010 Turno 1,2010, 1
Rio de Janeiro ,COMPARECIMENTO,9572486,Nulos e Brancos 2010 Turno 1,2010, 1
São Paulo,COMPARECIMENTO,25310267,Nulos e Brancos 2010 Turno 1,2010, 1
Paraná,COMPARECIMENTO,6347623,Nulos e Brancos 2010 Turno 1,2010, 1
Santa Catarina,COMPARECIMENTO,3900064,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Sul,COMPARECIMENTO,6902902,Nulos e Brancos 2010 Turno 1,2010, 1
M. G. do Sul,COMPARECIMENTO,1392464,Nulos e Brancos 2010 Turno 1,2010, 1
Mato Grosso,COMPARECIMENTO,1655212,Nulos e Brancos 2010 Turno 1,2010, 1
Goiás,COMPARECIMENTO,3329636,Nulos e Brancos 2010 Turno 1,2010, 1
Distrito Federal,COMPARECIMENTO,1550765,Nulos e Brancos 2010 Turno 1,2010, 1
Rondônia,ABSTENÇÃO,231997,Nulos e Brancos 2010 Turno 1,2010, 1
Acre,ABSTENÇÃO,106975,Nulos e Brancos 2010 Turno 1,2010, 1
Amazonas,ABSTENÇÃO,406174,Nulos e Brancos 2010 Turno 1,2010, 1
Roraima,ABSTENÇÃO,37980,Nulos e Brancos 2010 Turno 1,2010, 1
Pará,ABSTENÇÃO,1008763,Nulos e Brancos 2010 Turno 1,2010, 1
Amapá,ABSTENÇÃO,62539,Nulos e Brancos 2010 Turno 1,2010, 1
Tocantins,ABSTENÇÃO,175262,Nulos e Brancos 2010 Turno 1,2010, 1
Maranhão,ABSTENÇÃO,1035648,Nulos e Brancos 2010 Turno 1,2010, 1
Piauí,ABSTENÇÃO,448538,Nulos e Brancos 2010 Turno 1,2010, 1
Ceará,ABSTENÇÃO,1178631,Nulos e Brancos 2010 Turno 1,2010, 1
R. G. do Norte,ABSTENÇÃO,367434,Nulos e Brancos 2010 Turno 1,2010, 1
Paraíba,ABSTENÇÃO,506052,Nulos e Brancos 2010 Turno 1,2010, 1
Pernambuco,ABSTENÇÃO,1214277,Nulos e Brancos 2010 Turno 1,2010, 1
Alagoas,ABSTENÇÃO,449639,Nulos e Brancos 2010 Turno 1,2010, 1
Sergipe,ABSTENÇÃO,240465,Nulos e Brancos 2010 Turno 1,2010, 1
Bahia,ABSTENÇÃO,2057633,Nulos e Brancos 2010 Turno 1,2010, 1
