estado,partido,votos,eleicao,ano
R. G. do Norte,PH,661,Camara dos Deputados 1986,1986
Paraíba,PH,NA,Camara dos Deputados 1986,1986
Pernambuco,PH,1522,Camara dos Deputados 1986,1986
Alagoas,PH,NA,Camara dos Deputados 1986,1986
Sergipe,PH,NA,Camara dos Deputados 1986,1986
Bahia,PH,4755,Camara dos Deputados 1986,1986
Minas Gerais,PH,8652,Camara dos Deputados 1986,1986
Espírito Santo,PH,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PH,9453,Camara dos Deputados 1986,1986
São Paulo,PH,94093,Camara dos Deputados 1986,1986
Paraná,PH,4232,Camara dos Deputados 1986,1986
Santa Catarina,PH,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PH,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PH,NA,Camara dos Deputados 1986,1986
Mato Grosso,PH,NA,Camara dos Deputados 1986,1986
Goiás,PH,731,Camara dos Deputados 1986,1986
Distrito Federal,PH,NA,Camara dos Deputados 1986,1986
Rondônia,PMC,NA,Camara dos Deputados 1986,1986
Acre,PMC,NA,Camara dos Deputados 1986,1986
Amazonas,PMC,NA,Camara dos Deputados 1986,1986
Roraima,PMC,NA,Camara dos Deputados 1986,1986
Pará,PMC,NA,Camara dos Deputados 1986,1986
Amapá,PMC,NA,Camara dos Deputados 1986,1986
Maranhão,PMC,NA,Camara dos Deputados 1986,1986
Piauí,PMC,NA,Camara dos Deputados 1986,1986
Ceará,PMC,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PMC,NA,Camara dos Deputados 1986,1986
Paraíba,PMC,NA,Camara dos Deputados 1986,1986
Pernambuco,PMC,NA,Camara dos Deputados 1986,1986
Alagoas,PMC,NA,Camara dos Deputados 1986,1986
Sergipe,PMC,NA,Camara dos Deputados 1986,1986
Bahia,PMC,NA,Camara dos Deputados 1986,1986
Minas Gerais,PMC,NA,Camara dos Deputados 1986,1986
Espírito Santo,PMC,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PMC,12957,Camara dos Deputados 1986,1986
São Paulo,PMC,61550,Camara dos Deputados 1986,1986
Paraná,PMC,8503,Camara dos Deputados 1986,1986
Santa Catarina,PMC,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PMC,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PMC,NA,Camara dos Deputados 1986,1986
Mato Grosso,PMC,NA,Camara dos Deputados 1986,1986
Goiás,PMC,NA,Camara dos Deputados 1986,1986
Distrito Federal,PMC,18683,Camara dos Deputados 1986,1986
Rondônia,PASART,NA,Camara dos Deputados 1986,1986
Acre,PASART,NA,Camara dos Deputados 1986,1986
Amazonas,PASART,NA,Camara dos Deputados 1986,1986
Roraima,PASART,NA,Camara dos Deputados 1986,1986
Pará,PASART,NA,Camara dos Deputados 1986,1986
Amapá,PASART,NA,Camara dos Deputados 1986,1986
Maranhão,PASART,NA,Camara dos Deputados 1986,1986
Piauí,PASART,NA,Camara dos Deputados 1986,1986
Ceará,PASART,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PASART,NA,Camara dos Deputados 1986,1986
Paraíba,PASART,NA,Camara dos Deputados 1986,1986
Pernambuco,PASART,NA,Camara dos Deputados 1986,1986
Alagoas,PASART,NA,Camara dos Deputados 1986,1986
Sergipe,PASART,NA,Camara dos Deputados 1986,1986
Bahia,PASART,NA,Camara dos Deputados 1986,1986
Minas Gerais,PASART,NA,Camara dos Deputados 1986,1986
Espírito Santo,PASART,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PASART,68121,Camara dos Deputados 1986,1986
São Paulo,PASART,NA,Camara dos Deputados 1986,1986
Paraná,PASART,NA,Camara dos Deputados 1986,1986
Santa Catarina,PASART,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PASART,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PASART,NA,Camara dos Deputados 1986,1986
Mato Grosso,PASART,NA,Camara dos Deputados 1986,1986
Goiás,PASART,NA,Camara dos Deputados 1986,1986
Distrito Federal,PASART,NA,Camara dos Deputados 1986,1986
Rondônia,PS,NA,Camara dos Deputados 1986,1986
Acre,PS,NA,Camara dos Deputados 1986,1986
Amazonas,PS,NA,Camara dos Deputados 1986,1986
Roraima,PS,NA,Camara dos Deputados 1986,1986
Pará,PS,NA,Camara dos Deputados 1986,1986
Amapá,PS,NA,Camara dos Deputados 1986,1986
Maranhão,PS,NA,Camara dos Deputados 1986,1986
Piauí,PS,NA,Camara dos Deputados 1986,1986
Ceará,PS,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PS,NA,Camara dos Deputados 1986,1986
Paraíba,PS,NA,Camara dos Deputados 1986,1986
Pernambuco,PS,NA,Camara dos Deputados 1986,1986
Alagoas,PS,NA,Camara dos Deputados 1986,1986
Sergipe,PS,NA,Camara dos Deputados 1986,1986
Bahia,PS,NA,Camara dos Deputados 1986,1986
Minas Gerais,PS,7306,Camara dos Deputados 1986,1986
Espírito Santo,PS,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PS,34878,Camara dos Deputados 1986,1986
São Paulo,PS,NA,Camara dos Deputados 1986,1986
Paraná,PS,NA,Camara dos Deputados 1986,1986
Santa Catarina,PS,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PS,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PS,NA,Camara dos Deputados 1986,1986
Mato Grosso,PS,NA,Camara dos Deputados 1986,1986
Goiás,PS,NA,Camara dos Deputados 1986,1986
Distrito Federal,PS,16981,Camara dos Deputados 1986,1986
Rondônia,PPB,NA,Camara dos Deputados 1986,1986
Acre,PPB,NA,Camara dos Deputados 1986,1986
Amazonas,PPB,403,Camara dos Deputados 1986,1986
Roraima,PPB,NA,Camara dos Deputados 1986,1986
Pará,PPB,NA,Camara dos Deputados 1986,1986
Amapá,PPB,NA,Camara dos Deputados 1986,1986
Maranhão,PPB,NA,Camara dos Deputados 1986,1986
Piauí,PPB,NA,Camara dos Deputados 1986,1986
Ceará,PPB,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PPB,NA,Camara dos Deputados 1986,1986
Paraíba,PPB,NA,Camara dos Deputados 1986,1986
Pernambuco,PPB,NA,Camara dos Deputados 1986,1986
Alagoas,PPB,NA,Camara dos Deputados 1986,1986
Sergipe,PPB,NA,Camara dos Deputados 1986,1986
Bahia,PPB,NA,Camara dos Deputados 1986,1986
Minas Gerais,PPB,NA,Camara dos Deputados 1986,1986
Espírito Santo,PPB,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PPB,4448,Camara dos Deputados 1986,1986
São Paulo,PPB,50525,Camara dos Deputados 1986,1986
Paraná,PPB,NA,Camara dos Deputados 1986,1986
Santa Catarina,PPB,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PPB,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PPB,NA,Camara dos Deputados 1986,1986
Mato Grosso,PPB,NA,Camara dos Deputados 1986,1986
Goiás,PPB,NA,Camara dos Deputados 1986,1986
Distrito Federal,PPB,2583,Camara dos Deputados 1986,1986
Rondônia,PMN,NA,Camara dos Deputados 1986,1986
Acre,PMN,NA,Camara dos Deputados 1986,1986
Amazonas,PMN,NA,Camara dos Deputados 1986,1986
Roraima,PMN,NA,Camara dos Deputados 1986,1986
Pará,PMN,NA,Camara dos Deputados 1986,1986
Amapá,PMN,NA,Camara dos Deputados 1986,1986
Maranhão,PMN,NA,Camara dos Deputados 1986,1986
Piauí,PMN,NA,Camara dos Deputados 1986,1986
Ceará,PMN,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PMN,NA,Camara dos Deputados 1986,1986
Paraíba,PMN,NA,Camara dos Deputados 1986,1986
Pernambuco,PMN,NA,Camara dos Deputados 1986,1986
Alagoas,PMN,NA,Camara dos Deputados 1986,1986
Sergipe,PMN,NA,Camara dos Deputados 1986,1986
Bahia,PMN,NA,Camara dos Deputados 1986,1986
Minas Gerais,PMN,NA,Camara dos Deputados 1986,1986
Espírito Santo,PMN,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PMN,29776,Camara dos Deputados 1986,1986
São Paulo,PMN,NA,Camara dos Deputados 1986,1986
Paraná,PMN,NA,Camara dos Deputados 1986,1986
Santa Catarina,PMN,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PMN,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PMN,NA,Camara dos Deputados 1986,1986
Mato Grosso,PMN,NA,Camara dos Deputados 1986,1986
Goiás,PMN,NA,Camara dos Deputados 1986,1986
Distrito Federal,PMN,14397,Camara dos Deputados 1986,1986
Rondônia,PTR,NA,Camara dos Deputados 1986,1986
Acre,PTR,NA,Camara dos Deputados 1986,1986
Amazonas,PTR,64,Camara dos Deputados 1986,1986
Roraima,PTR,NA,Camara dos Deputados 1986,1986
Pará,PTR,NA,Camara dos Deputados 1986,1986
Amapá,PTR,NA,Camara dos Deputados 1986,1986
Maranhão,PTR,NA,Camara dos Deputados 1986,1986
Piauí,PTR,NA,Camara dos Deputados 1986,1986
Ceará,PTR,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PTR,NA,Camara dos Deputados 1986,1986
Paraíba,PTR,NA,Camara dos Deputados 1986,1986
Pernambuco,PTR,NA,Camara dos Deputados 1986,1986
Alagoas,PTR,NA,Camara dos Deputados 1986,1986
Sergipe,PTR,NA,Camara dos Deputados 1986,1986
Bahia,PTR,NA,Camara dos Deputados 1986,1986
Minas Gerais,PTR,NA,Camara dos Deputados 1986,1986
Espírito Santo,PTR,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PTR,37165,Camara dos Deputados 1986,1986
São Paulo,PTR,NA,Camara dos Deputados 1986,1986
Paraná,PTR,NA,Camara dos Deputados 1986,1986
Santa Catarina,PTR,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PTR,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PTR,NA,Camara dos Deputados 1986,1986
Mato Grosso,PTR,NA,Camara dos Deputados 1986,1986
Goiás,PTR,NA,Camara dos Deputados 1986,1986
Distrito Federal,PTR,NA,Camara dos Deputados 1986,1986
Rondônia,PND,NA,Camara dos Deputados 1986,1986
Acre,PND,NA,Camara dos Deputados 1986,1986
Amazonas,PND,NA,Camara dos Deputados 1986,1986
Roraima,PND,NA,Camara dos Deputados 1986,1986
Pará,PND,NA,Camara dos Deputados 1986,1986
Amapá,PND,NA,Camara dos Deputados 1986,1986
Maranhão,PND,NA,Camara dos Deputados 1986,1986
Piauí,PND,NA,Camara dos Deputados 1986,1986
Ceará,PND,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PND,NA,Camara dos Deputados 1986,1986
Paraíba,PND,NA,Camara dos Deputados 1986,1986
Pernambuco,PND,1119,Camara dos Deputados 1986,1986
Alagoas,PND,NA,Camara dos Deputados 1986,1986
Sergipe,PND,NA,Camara dos Deputados 1986,1986
Bahia,PND,NA,Camara dos Deputados 1986,1986
Minas Gerais,PND,NA,Camara dos Deputados 1986,1986
Espírito Santo,PND,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PND,18296,Camara dos Deputados 1986,1986
São Paulo,PND,11068,Camara dos Deputados 1986,1986
Paraná,PND,652,Camara dos Deputados 1986,1986
Santa Catarina,PND,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PND,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PND,NA,Camara dos Deputados 1986,1986
Mato Grosso,PND,NA,Camara dos Deputados 1986,1986
Goiás,PND,NA,Camara dos Deputados 1986,1986
Distrito Federal,PND,3605,Camara dos Deputados 1986,1986
Rondônia,PRT,NA,Camara dos Deputados 1986,1986
Acre,PRT,NA,Camara dos Deputados 1986,1986
Amazonas,PRT,NA,Camara dos Deputados 1986,1986
Roraima,PRT,NA,Camara dos Deputados 1986,1986
Pará,PRT,NA,Camara dos Deputados 1986,1986
Amapá,PRT,NA,Camara dos Deputados 1986,1986
Maranhão,PRT,NA,Camara dos Deputados 1986,1986
Piauí,PRT,NA,Camara dos Deputados 1986,1986
Ceará,PRT,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PRT,NA,Camara dos Deputados 1986,1986
Paraíba,PRT,NA,Camara dos Deputados 1986,1986
Pernambuco,PRT,NA,Camara dos Deputados 1986,1986
Alagoas,PRT,NA,Camara dos Deputados 1986,1986
Sergipe,PRT,NA,Camara dos Deputados 1986,1986
Bahia,PRT,NA,Camara dos Deputados 1986,1986
Minas Gerais,PRT,NA,Camara dos Deputados 1986,1986
Espírito Santo,PRT,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PRT,29387,Camara dos Deputados 1986,1986
São Paulo,PRT,NA,Camara dos Deputados 1986,1986
Paraná,PRT,NA,Camara dos Deputados 1986,1986
Santa Catarina,PRT,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PRT,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PRT,NA,Camara dos Deputados 1986,1986
Mato Grosso,PRT,NA,Camara dos Deputados 1986,1986
Goiás,PRT,NA,Camara dos Deputados 1986,1986
Distrito Federal,PRT,NA,Camara dos Deputados 1986,1986
Rondônia,PNR,NA,Camara dos Deputados 1986,1986
Acre,PNR,NA,Camara dos Deputados 1986,1986
Amazonas,PNR,NA,Camara dos Deputados 1986,1986
Roraima,PNR,NA,Camara dos Deputados 1986,1986
Pará,PNR,NA,Camara dos Deputados 1986,1986
Amapá,PNR,NA,Camara dos Deputados 1986,1986
Maranhão,PNR,NA,Camara dos Deputados 1986,1986
Piauí,PNR,NA,Camara dos Deputados 1986,1986
Ceará,PNR,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PNR,NA,Camara dos Deputados 1986,1986
Paraíba,PNR,NA,Camara dos Deputados 1986,1986
Pernambuco,PNR,NA,Camara dos Deputados 1986,1986
Alagoas,PNR,NA,Camara dos Deputados 1986,1986
Sergipe,PNR,NA,Camara dos Deputados 1986,1986
Bahia,PNR,NA,Camara dos Deputados 1986,1986
Minas Gerais,PNR,NA,Camara dos Deputados 1986,1986
Espírito Santo,PNR,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PNR,28751,Camara dos Deputados 1986,1986
São Paulo,PNR,NA,Camara dos Deputados 1986,1986
Paraná,PNR,NA,Camara dos Deputados 1986,1986
Santa Catarina,PNR,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PNR,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PNR,NA,Camara dos Deputados 1986,1986
Mato Grosso,PNR,NA,Camara dos Deputados 1986,1986
Goiás,PNR,NA,Camara dos Deputados 1986,1986
Distrito Federal,PNR,NA,Camara dos Deputados 1986,1986
Rondônia,PCN,NA,Camara dos Deputados 1986,1986
Acre,PCN,NA,Camara dos Deputados 1986,1986
Amazonas,PCN,NA,Camara dos Deputados 1986,1986
Roraima,PCN,NA,Camara dos Deputados 1986,1986
Pará,PCN,NA,Camara dos Deputados 1986,1986
Amapá,PCN,NA,Camara dos Deputados 1986,1986
Maranhão,PCN,NA,Camara dos Deputados 1986,1986
Piauí,PCN,NA,Camara dos Deputados 1986,1986
Ceará,PCN,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PCN,NA,Camara dos Deputados 1986,1986
Paraíba,PCN,NA,Camara dos Deputados 1986,1986
Pernambuco,PCN,NA,Camara dos Deputados 1986,1986
Alagoas,PCN,NA,Camara dos Deputados 1986,1986
Sergipe,PCN,NA,Camara dos Deputados 1986,1986
Bahia,PCN,NA,Camara dos Deputados 1986,1986
Minas Gerais,PCN,NA,Camara dos Deputados 1986,1986
Espírito Santo,PCN,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PCN,1412,Camara dos Deputados 1986,1986
São Paulo,PCN,17404,Camara dos Deputados 1986,1986
Paraná,PCN,NA,Camara dos Deputados 1986,1986
Santa Catarina,PCN,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PCN,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PCN,NA,Camara dos Deputados 1986,1986
Mato Grosso,PCN,NA,Camara dos Deputados 1986,1986
Goiás,PCN,NA,Camara dos Deputados 1986,1986
Distrito Federal,PCN,2952,Camara dos Deputados 1986,1986
Rondônia,PJ,NA,Camara dos Deputados 1986,1986
Acre,PJ,NA,Camara dos Deputados 1986,1986
Amazonas,PJ,NA,Camara dos Deputados 1986,1986
Roraima,PJ,NA,Camara dos Deputados 1986,1986
Pará,PJ,NA,Camara dos Deputados 1986,1986
Amapá,PJ,NA,Camara dos Deputados 1986,1986
Maranhão,PJ,NA,Camara dos Deputados 1986,1986
Piauí,PJ,NA,Camara dos Deputados 1986,1986
Ceará,PJ,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PJ,NA,Camara dos Deputados 1986,1986
Paraíba,PJ,NA,Camara dos Deputados 1986,1986
Pernambuco,PJ,NA,Camara dos Deputados 1986,1986
Alagoas,PJ,NA,Camara dos Deputados 1986,1986
Sergipe,PJ,1370,Camara dos Deputados 1986,1986
Bahia,PJ,NA,Camara dos Deputados 1986,1986
Minas Gerais,PJ,NA,Camara dos Deputados 1986,1986
Espírito Santo,PJ,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PJ,4169,Camara dos Deputados 1986,1986
São Paulo,PJ,NA,Camara dos Deputados 1986,1986
Paraná,PJ,2482,Camara dos Deputados 1986,1986
Santa Catarina,PJ,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PJ,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PJ,NA,Camara dos Deputados 1986,1986
Mato Grosso,PJ,NA,Camara dos Deputados 1986,1986
Goiás,PJ,NA,Camara dos Deputados 1986,1986
Distrito Federal,PJ,11027,Camara dos Deputados 1986,1986
Rondônia,PTN,NA,Camara dos Deputados 1986,1986
Acre,PTN,NA,Camara dos Deputados 1986,1986
Amazonas,PTN,NA,Camara dos Deputados 1986,1986
Roraima,PTN,NA,Camara dos Deputados 1986,1986
Pará,PTN,NA,Camara dos Deputados 1986,1986
Amapá,PTN,NA,Camara dos Deputados 1986,1986
Maranhão,PTN,NA,Camara dos Deputados 1986,1986
Piauí,PTN,NA,Camara dos Deputados 1986,1986
Ceará,PTN,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PTN,NA,Camara dos Deputados 1986,1986
Paraíba,PTN,NA,Camara dos Deputados 1986,1986
Pernambuco,PTN,NA,Camara dos Deputados 1986,1986
Alagoas,PTN,NA,Camara dos Deputados 1986,1986
Sergipe,PTN,NA,Camara dos Deputados 1986,1986
Bahia,PTN,NA,Camara dos Deputados 1986,1986
Minas Gerais,PTN,NA,Camara dos Deputados 1986,1986
Espírito Santo,PTN,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PTN,17611,Camara dos Deputados 1986,1986
São Paulo,PTN,NA,Camara dos Deputados 1986,1986
Paraná,PTN,NA,Camara dos Deputados 1986,1986
Santa Catarina,PTN,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PTN,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PTN,NA,Camara dos Deputados 1986,1986
Mato Grosso,PTN,NA,Camara dos Deputados 1986,1986
Goiás,PTN,NA,Camara dos Deputados 1986,1986
Distrito Federal,PTN,NA,Camara dos Deputados 1986,1986
Rondônia,PN,NA,Camara dos Deputados 1986,1986
Acre,PN,NA,Camara dos Deputados 1986,1986
Amazonas,PN,NA,Camara dos Deputados 1986,1986
Roraima,PN,NA,Camara dos Deputados 1986,1986
Pará,PN,NA,Camara dos Deputados 1986,1986
Amapá,PN,NA,Camara dos Deputados 1986,1986
Maranhão,PN,NA,Camara dos Deputados 1986,1986
Piauí,PN,NA,Camara dos Deputados 1986,1986
Ceará,PN,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PN,NA,Camara dos Deputados 1986,1986
Paraíba,PN,NA,Camara dos Deputados 1986,1986
Pernambuco,PN,NA,Camara dos Deputados 1986,1986
Alagoas,PN,NA,Camara dos Deputados 1986,1986
Sergipe,PN,NA,Camara dos Deputados 1986,1986
Bahia,PN,NA,Camara dos Deputados 1986,1986
Minas Gerais,PN,NA,Camara dos Deputados 1986,1986
Espírito Santo,PN,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PN,9097,Camara dos Deputados 1986,1986
São Paulo,PN,NA,Camara dos Deputados 1986,1986
Paraná,PN,NA,Camara dos Deputados 1986,1986
Santa Catarina,PN,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PN,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PN,NA,Camara dos Deputados 1986,1986
Mato Grosso,PN,NA,Camara dos Deputados 1986,1986
Goiás,PN,1335,Camara dos Deputados 1986,1986
Distrito Federal,PN,1866,Camara dos Deputados 1986,1986
Rondônia,PDI,NA,Camara dos Deputados 1986,1986
Acre,PDI,NA,Camara dos Deputados 1986,1986
Amazonas,PDI,NA,Camara dos Deputados 1986,1986
Roraima,PDI,NA,Camara dos Deputados 1986,1986
Pará,PDI,NA,Camara dos Deputados 1986,1986
Amapá,PDI,NA,Camara dos Deputados 1986,1986
Maranhão,PDI,NA,Camara dos Deputados 1986,1986
Piauí,PDI,NA,Camara dos Deputados 1986,1986
Ceará,PDI,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PDI,NA,Camara dos Deputados 1986,1986
Paraíba,PDI,NA,Camara dos Deputados 1986,1986
Pernambuco,PDI,NA,Camara dos Deputados 1986,1986
Alagoas,PDI,NA,Camara dos Deputados 1986,1986
Sergipe,PDI,NA,Camara dos Deputados 1986,1986
Bahia,PDI,NA,Camara dos Deputados 1986,1986
Minas Gerais,PDI,7329,Camara dos Deputados 1986,1986
Espírito Santo,PDI,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PDI,NA,Camara dos Deputados 1986,1986
São Paulo,PDI,NA,Camara dos Deputados 1986,1986
Paraná,PDI,NA,Camara dos Deputados 1986,1986
Santa Catarina,PDI,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PDI,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PDI,NA,Camara dos Deputados 1986,1986
Mato Grosso,PDI,NA,Camara dos Deputados 1986,1986
Goiás,PDI,NA,Camara dos Deputados 1986,1986
Distrito Federal,PDI,NA,Camara dos Deputados 1986,1986
Rondônia,PRP,NA,Camara dos Deputados 1986,1986
Acre,PRP,NA,Camara dos Deputados 1986,1986
Amazonas,PRP,NA,Camara dos Deputados 1986,1986
Roraima,PRP,NA,Camara dos Deputados 1986,1986
Pará,PRP,NA,Camara dos Deputados 1986,1986
Amapá,PRP,NA,Camara dos Deputados 1986,1986
Maranhão,PRP,NA,Camara dos Deputados 1986,1986
Piauí,PRP,NA,Camara dos Deputados 1986,1986
Ceará,PRP,NA,Camara dos Deputados 1986,1986
R. G. do Norte,PRP,NA,Camara dos Deputados 1986,1986
Paraíba,PRP,NA,Camara dos Deputados 1986,1986
Pernambuco,PRP,NA,Camara dos Deputados 1986,1986
Alagoas,PRP,NA,Camara dos Deputados 1986,1986
Sergipe,PRP,NA,Camara dos Deputados 1986,1986
Bahia,PRP,NA,Camara dos Deputados 1986,1986
Minas Gerais,PRP,NA,Camara dos Deputados 1986,1986
Espírito Santo,PRP,NA,Camara dos Deputados 1986,1986
Rio de Janeiro,PRP,2020,Camara dos Deputados 1986,1986
São Paulo,PRP,NA,Camara dos Deputados 1986,1986
Paraná,PRP,NA,Camara dos Deputados 1986,1986
Santa Catarina,PRP,NA,Camara dos Deputados 1986,1986
R. G. do Sul,PRP,NA,Camara dos Deputados 1986,1986
M. G. do Sul,PRP,NA,Camara dos Deputados 1986,1986
Mato Grosso,PRP,NA,Camara dos Deputados 1986,1986
Goiás,PRP,NA,Camara dos Deputados 1986,1986
Distrito Federal,PRP,767,Camara dos Deputados 1986,1986
Rondônia,PMDB,1786,Camara dos Deputados 1990,1990
Acre,PMDB,35586,Camara dos Deputados 1990,1990
Amazonas,PMDB,70438,Camara dos Deputados 1990,1990
Roraima,PMDB,1822,Camara dos Deputados 1990,1990
Pará,PMDB,310252,Camara dos Deputados 1990,1990
Amapá,PMDB,3772,Camara dos Deputados 1990,1990
Tocantins,PMDB,46657,Camara dos Deputados 1990,1990
Maranhão,PMDB,62658,Camara dos Deputados 1990,1990
Piauí,PMDB,102888,Camara dos Deputados 1990,1990
Ceará,PMDB,330140,Camara dos Deputados 1990,1990
R. G. do Norte,PMDB,185401,Camara dos Deputados 1990,1990
Paraíba,PMDB,235961,Camara dos Deputados 1990,1990
Pernambuco,PMDB,189551,Camara dos Deputados 1990,1990
Alagoas,PMDB,18812,Camara dos Deputados 1990,1990
Sergipe,PMDB,53512,Camara dos Deputados 1990,1990
Bahia,PMDB,487741,Camara dos Deputados 1990,1990
Minas Gerais,PMDB,978872,Camara dos Deputados 1990,1990
Espírito Santo,PMDB,179759,Camara dos Deputados 1990,1990
Rio de Janeiro,PMDB,316797,Camara dos Deputados 1990,1990
São Paulo,PMDB,1840721,Camara dos Deputados 1990,1990
Paraná,PMDB,466346,Camara dos Deputados 1990,1990
Santa Catarina,PMDB,375691,Camara dos Deputados 1990,1990
R. G. do Sul,PMDB,875561,Camara dos Deputados 1990,1990
M. G. do Sul,PMDB,45412,Camara dos Deputados 1990,1990
Mato Grosso,PMDB,64956,Camara dos Deputados 1990,1990
Goiás,PMDB,507122,Camara dos Deputados 1990,1990
Distrito Federal,PMDB,10439,Camara dos Deputados 1990,1990
